Date,Zone,Count,CEP,Location,Category
2020-06-04,Jd. Novo Mundo ,40,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-05,Jd. Novo Mundo ,46,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-06,Jd. Novo Mundo ,46,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-07,Jd. Novo Mundo ,51,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-08,Jd. Novo Mundo ,55,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-09,Jd. Novo Mundo ,55,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-10,Jd. Novo Mundo ,57,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-11,Jd. Novo Mundo ,57,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-12,Jd. Novo Mundo ,61,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-13,Jd. Novo Mundo ,66,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-15,Jd. Novo Mundo ,68,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-16,Jd. Novo Mundo ,78,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-17,Jd. Novo Mundo ,78,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-18,Jd. Novo Mundo ,78,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-19,Jd. Novo Mundo ,78,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-20,Jd. Novo Mundo ,78,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-21,Jd. Novo Mundo ,117,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-22,Jd. Novo Mundo ,117,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-23,Jd. Novo Mundo ,128,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-24,Jd. Novo Mundo ,136,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-25,Jd. Novo Mundo ,136,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-26,Jd. Novo Mundo ,147,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-28,Jd. Novo Mundo ,147,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-29,Jd. Novo Mundo ,155,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-06-30,Jd. Novo Mundo ,161,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-13,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-14,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-15,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-16,Jd. Novo Mundo ,213,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-17,Jd. Novo Mundo ,215,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-18,Jd. Novo Mundo ,215,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-19,Jd. Novo Mundo ,215,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-20,Jd. Novo Mundo ,223,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-21,Jd. Novo Mundo ,223,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-22,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-23,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-24,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-25,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-27,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-28,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-29,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-30,Jd. Novo Mundo ,228,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-31,Jd. Novo Mundo ,350,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-01,Jd. Novo Mundo ,161,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-02,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-03,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-04,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-06,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-07,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-08,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-09,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-07-10,Jd. Novo Mundo ,170,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-25,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-26,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-27,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-28,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-31,Jd. Novo Mundo ,666,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-01,Jd. Novo Mundo ,350,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-02,Jd. Novo Mundo ,350,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-03,Jd. Novo Mundo ,350,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-04,Jd. Novo Mundo ,419,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-05,Jd. Novo Mundo ,419,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-06,Jd. Novo Mundo ,419,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-07,Jd. Novo Mundo ,419,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-08,Jd. Novo Mundo ,485,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-09,Jd. Novo Mundo ,485,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-10,Jd. Novo Mundo ,485,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-11,Jd. Novo Mundo ,485,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-12,Jd. Novo Mundo ,530,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-13,Jd. Novo Mundo ,530,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-14,Jd. Novo Mundo ,530,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-17,Jd. Novo Mundo ,536,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-18,Jd. Novo Mundo ,536,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-19,Jd. Novo Mundo ,536,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-20,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-21,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-22,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-23,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-08-24,Jd. Novo Mundo ,576,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-01,Jd. Novo Mundo ,778,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-02,Jd. Novo Mundo ,778,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-03,Jd. Novo Mundo ,778,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-04,Jd. Novo Mundo ,807,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-05,Jd. Novo Mundo ,807,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-06,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-07,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-08,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-09,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-10,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-11,Jd. Novo Mundo ,864,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-14,Jd. Novo Mundo ,923,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-15,Jd. Novo Mundo ,923,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-16,Jd. Novo Mundo ,967,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-09-17,Jd. Novo Mundo ,967,74705-205,"-16.6724924,-49.2253547",Confirmed
2020-05-02,Setor Urias Magalhaes ,6,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-04-29,Setor Urias Magalhaes ,5,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-04-30,Setor Urias Magalhaes ,5,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-03,Setor Urias Magalhaes ,6,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-11,Setor Urias Magalhaes ,11,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-16,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-17,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-18,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-21,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-01,Setor Urias Magalhaes ,5,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-04,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-05,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-06,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-07,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-08,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-09,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-10,Setor Urias Magalhaes ,7,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-12,Setor Urias Magalhaes ,11,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-13,Setor Urias Magalhaes ,13,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-14,Setor Urias Magalhaes ,13,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-15,Setor Urias Magalhaes ,15,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-19,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-20,Setor Urias Magalhaes ,16,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-22,Setor Urias Magalhaes ,17,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-23,Setor Urias Magalhaes ,19,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-24,Setor Urias Magalhaes ,19,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-25,Setor Urias Magalhaes ,23,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-26,Setor Urias Magalhaes ,19,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-27,Setor Urias Magalhaes ,23,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-28,Setor Urias Magalhaes ,20,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-29,Setor Urias Magalhaes ,20,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-30,Setor Urias Magalhaes ,20,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-31,Setor Urias Magalhaes ,21,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-01,Setor Urias Magalhaes ,21,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-02,Setor Urias Magalhaes ,21,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-03,Setor Urias Magalhaes ,23,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-04,Setor Urias Magalhaes ,23,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-05,Setor Urias Magalhaes ,25,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-06,Setor Urias Magalhaes ,25,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-07,Setor Urias Magalhaes ,25,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-08,Setor Urias Magalhaes ,27,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-09,Setor Urias Magalhaes ,27,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-10,Setor Urias Magalhaes ,30,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-11,Setor Urias Magalhaes ,30,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-12,Setor Urias Magalhaes ,32,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-13,Setor Urias Magalhaes ,35,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-15,Setor Urias Magalhaes ,35,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-16,Setor Urias Magalhaes ,37,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-17,Setor Urias Magalhaes ,37,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-18,Setor Urias Magalhaes ,37,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-19,Setor Urias Magalhaes ,37,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-20,Setor Urias Magalhaes ,37,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-21,Setor Urias Magalhaes ,51,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-22,Setor Urias Magalhaes ,51,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-23,Setor Urias Magalhaes ,59,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-24,Setor Urias Magalhaes ,60,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-25,Setor Urias Magalhaes ,60,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-26,Setor Urias Magalhaes ,63,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-28,Setor Urias Magalhaes ,63,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-29,Setor Urias Magalhaes ,67,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-06-30,Setor Urias Magalhaes ,69,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-13,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-14,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-15,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-16,Setor Urias Magalhaes ,85,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-17,Setor Urias Magalhaes ,89,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-18,Setor Urias Magalhaes ,89,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-19,Setor Urias Magalhaes ,89,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-20,Setor Urias Magalhaes ,94,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-21,Setor Urias Magalhaes ,94,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-22,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-23,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-24,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-25,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-27,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-28,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-29,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-30,Setor Urias Magalhaes ,98,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-31,Setor Urias Magalhaes ,152,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-01,Setor Urias Magalhaes ,69,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-02,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-03,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-04,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-06,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-07,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-08,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-09,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-07-10,Setor Urias Magalhaes ,76,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-25,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-26,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-27,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-28,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-31,Setor Urias Magalhaes ,365,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-01,Setor Urias Magalhaes ,152,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-02,Setor Urias Magalhaes ,152,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-03,Setor Urias Magalhaes ,152,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-04,Setor Urias Magalhaes ,179,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-05,Setor Urias Magalhaes ,179,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-06,Setor Urias Magalhaes ,179,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-07,Setor Urias Magalhaes ,179,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-08,Setor Urias Magalhaes ,212,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-09,Setor Urias Magalhaes ,212,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-10,Setor Urias Magalhaes ,212,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-11,Setor Urias Magalhaes ,212,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-12,Setor Urias Magalhaes ,244,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-13,Setor Urias Magalhaes ,244,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-14,Setor Urias Magalhaes ,244,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-17,Setor Urias Magalhaes ,282,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-18,Setor Urias Magalhaes ,282,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-19,Setor Urias Magalhaes ,282,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-20,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-21,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-22,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-23,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-08-24,Setor Urias Magalhaes ,316,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-01,Setor Urias Magalhaes ,379,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-02,Setor Urias Magalhaes ,379,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-03,Setor Urias Magalhaes ,379,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-04,Setor Urias Magalhaes ,385,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-05,Setor Urias Magalhaes ,385,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-06,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-07,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-08,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-09,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-10,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-11,Setor Urias Magalhaes ,400,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-14,Setor Urias Magalhaes ,440,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-15,Setor Urias Magalhaes ,440,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-16,Setor Urias Magalhaes ,493,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-09-17,Setor Urias Magalhaes ,493,74565-570,"-16.6360957,-49.2768558",Confirmed
2020-05-02,Jd. Guanabara ,6,74675-010,"-16.624157,-49.2123401",Confirmed
2020-04-29,Jd. Guanabara ,5,74675-010,"-16.624157,-49.2123401",Confirmed
2020-04-30,Jd. Guanabara ,6,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-03,Jd. Guanabara ,6,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-11,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-16,Jd. Guanabara ,10,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-17,Jd. Guanabara ,10,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-18,Jd. Guanabara ,11,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-21,Jd. Guanabara ,16,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-01,Jd. Guanabara ,6,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-04,Jd. Guanabara ,6,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-05,Jd. Guanabara ,7,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-06,Jd. Guanabara ,7,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-07,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-08,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-09,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-10,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-12,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-13,Jd. Guanabara ,8,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-14,Jd. Guanabara ,9,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-15,Jd. Guanabara ,9,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-19,Jd. Guanabara ,12,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-20,Jd. Guanabara ,13,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-22,Jd. Guanabara ,16,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-23,Jd. Guanabara ,22,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-24,Jd. Guanabara ,23,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-25,Jd. Guanabara ,18,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-26,Jd. Guanabara ,34,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-27,Jd. Guanabara ,18,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-28,Jd. Guanabara ,35,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-29,Jd. Guanabara ,38,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-30,Jd. Guanabara ,38,74675-010,"-16.624157,-49.2123401",Confirmed
2020-05-31,Jd. Guanabara ,43,74675-010,"-16.624157,-49.2123401",Confirmed
2020-06-01,Jd. Guanabara ,47,74675-010,"-16.624157,-49.2123401",Confirmed
2020-06-02,Jd. Guanabara ,47,74675-010,"-16.624157,-49.2123401",Confirmed
2020-06-03,Jd. Guanabara ,56,74675-010,"-16.624157,-49.2123401",Confirmed
