data,bairro,qtd_casos,regiao
2020-06-07,Setor Sudoeste,24,Sudoeste
2020-06-08,Setor Sudoeste,26,Sudoeste
2020-06-08,Setor Sudoeste,26,Sudoeste
2020-06-08,Setor Sudoeste,26,Sudoeste
2020-06-09,Setor Sudoeste,26,Sudoeste
2020-06-09,Setor Sudoeste,26,Sudoeste
2020-06-09,Setor Sudoeste,26,Sudoeste
2020-06-10,Setor Sudoeste,34,Sudoeste
2020-06-10,Setor Sudoeste,34,Sudoeste
2020-06-10,Setor Sudoeste,34,Sudoeste
2020-06-11,Setor Sudoeste,34,Sudoeste
2020-06-11,Setor Sudoeste,34,Sudoeste
2020-06-11,Setor Sudoeste,34,Sudoeste
2020-06-12,Setor Sudoeste,36,Sudoeste
2020-06-12,Setor Sudoeste,36,Sudoeste
2020-06-12,Setor Sudoeste,36,Sudoeste
2020-06-13,Setor Sudoeste,38,Sudoeste
2020-06-13,Setor Sudoeste,38,Sudoeste
2020-06-13,Setor Sudoeste,38,Sudoeste
2020-06-15,Setor Sudoeste,38,Sudoeste
2020-06-15,Setor Sudoeste,38,Sudoeste
2020-06-15,Setor Sudoeste,38,Sudoeste
2020-06-16,Setor Sudoeste,39,Sudoeste
2020-06-16,Setor Sudoeste,39,Sudoeste
2020-06-16,Setor Sudoeste,39,Sudoeste
2020-06-17,Setor Sudoeste,39,Sudoeste
2020-06-17,Setor Sudoeste,39,Sudoeste
2020-06-17,Setor Sudoeste,39,Sudoeste
2020-06-18,Setor Sudoeste,39,Sudoeste
2020-06-18,Setor Sudoeste,39,Sudoeste
2020-06-18,Setor Sudoeste,39,Sudoeste
2020-06-19,Setor Sudoeste,39,Sudoeste
2020-06-19,Setor Sudoeste,39,Sudoeste
2020-06-19,Setor Sudoeste,39,Sudoeste
2020-06-20,Setor Sudoeste,39,Sudoeste
2020-06-20,Setor Sudoeste,39,Sudoeste
2020-06-20,Setor Sudoeste,39,Sudoeste
2020-06-21,Setor Sudoeste,52,Sudoeste
2020-06-21,Setor Sudoeste,52,Sudoeste
2020-06-21,Setor Sudoeste,52,Sudoeste
2020-06-22,Setor Sudoeste,52,Sudoeste
2020-06-22,Setor Sudoeste,52,Sudoeste
2020-06-22,Setor Sudoeste,52,Sudoeste
2020-06-23,Setor Sudoeste,55,Sudoeste
2020-06-23,Setor Sudoeste,55,Sudoeste
2020-06-23,Setor Sudoeste,55,Sudoeste
2020-06-24,Setor Sudoeste,57,Sudoeste
2020-06-24,Setor Sudoeste,57,Sudoeste
2020-06-24,Setor Sudoeste,57,Sudoeste
2020-06-25,Setor Sudoeste,57,Sudoeste
2020-06-25,Setor Sudoeste,57,Sudoeste
2020-06-25,Setor Sudoeste,57,Sudoeste
2020-06-26,Setor Sudoeste,59,Sudoeste
2020-06-26,Setor Sudoeste,59,Sudoeste
2020-06-26,Setor Sudoeste,59,Sudoeste
2020-06-28,Setor Sudoeste,59,Sudoeste
2020-06-28,Setor Sudoeste,59,Sudoeste
2020-06-28,Setor Sudoeste,59,Sudoeste
2020-06-29,Setor Sudoeste,63,Sudoeste
2020-06-29,Setor Sudoeste,63,Sudoeste
2020-06-29,Setor Sudoeste,63,Sudoeste
2020-06-30,Setor Sudoeste,65,Sudoeste
2020-06-30,Setor Sudoeste,65,Sudoeste
2020-06-30,Setor Sudoeste,65,Sudoeste
2020-07-13,Setor Sudoeste,67,Sudoeste
2020-07-13,Setor Sudoeste,67,Sudoeste
2020-07-13,Setor Sudoeste,67,Sudoeste
2020-07-14,Setor Sudoeste,67,Sudoeste
2020-07-14,Setor Sudoeste,67,Sudoeste
2020-07-14,Setor Sudoeste,67,Sudoeste
2020-07-15,Setor Sudoeste,67,Sudoeste
2020-07-15,Setor Sudoeste,67,Sudoeste
2020-07-15,Setor Sudoeste,67,Sudoeste
2020-07-16,Setor Sudoeste,88,Sudoeste
2020-07-16,Setor Sudoeste,88,Sudoeste
2020-07-16,Setor Sudoeste,88,Sudoeste
2020-07-17,Setor Sudoeste,94,Sudoeste
2020-07-17,Setor Sudoeste,94,Sudoeste
2020-07-17,Setor Sudoeste,94,Sudoeste
2020-07-18,Setor Sudoeste,94,Sudoeste
2020-07-18,Setor Sudoeste,94,Sudoeste
2020-07-18,Setor Sudoeste,94,Sudoeste
2020-07-19,Setor Sudoeste,94,Sudoeste
2020-07-19,Setor Sudoeste,94,Sudoeste
2020-07-19,Setor Sudoeste,94,Sudoeste
2020-07-20,Setor Sudoeste,99,Sudoeste
2020-07-20,Setor Sudoeste,99,Sudoeste
2020-07-20,Setor Sudoeste,99,Sudoeste
2020-07-21,Setor Sudoeste,99,Sudoeste
2020-07-21,Setor Sudoeste,99,Sudoeste
2020-07-21,Setor Sudoeste,99,Sudoeste
2020-07-22,Setor Sudoeste,99,Sudoeste
2020-07-22,Setor Sudoeste,99,Sudoeste
2020-07-22,Setor Sudoeste,99,Sudoeste
2020-07-23,Setor Sudoeste,99,Sudoeste
2020-07-23,Setor Sudoeste,99,Sudoeste
2020-07-23,Setor Sudoeste,99,Sudoeste
2020-07-24,Setor Sudoeste,99,Sudoeste
2020-07-24,Setor Sudoeste,99,Sudoeste
2020-07-24,Setor Sudoeste,99,Sudoeste
2020-07-25,Setor Sudoeste,99,Sudoeste
2020-07-25,Setor Sudoeste,99,Sudoeste
2020-07-25,Setor Sudoeste,99,Sudoeste
2020-07-27,Setor Sudoeste,99,Sudoeste
2020-07-27,Setor Sudoeste,99,Sudoeste
2020-07-27,Setor Sudoeste,99,Sudoeste
2020-07-28,Setor Sudoeste,99,Sudoeste
2020-07-28,Setor Sudoeste,99,Sudoeste
2020-07-28,Setor Sudoeste,99,Sudoeste
2020-07-29,Setor Sudoeste,99,Sudoeste
2020-07-29,Setor Sudoeste,99,Sudoeste
2020-07-29,Setor Sudoeste,99,Sudoeste
2020-07-30,Setor Sudoeste,99,Sudoeste
2020-07-30,Setor Sudoeste,99,Sudoeste
2020-07-30,Setor Sudoeste,99,Sudoeste
2020-07-31,Setor Sudoeste,150,Sudoeste
2020-07-31,Setor Sudoeste,150,Sudoeste
2020-07-31,Setor Sudoeste,150,Sudoeste
2020-07-01,Setor Sudoeste,65,Sudoeste
2020-07-01,Setor Sudoeste,65,Sudoeste
2020-07-01,Setor Sudoeste,65,Sudoeste
2020-07-02,Setor Sudoeste,67,Sudoeste
2020-07-02,Setor Sudoeste,67,Sudoeste
2020-07-02,Setor Sudoeste,67,Sudoeste
2020-07-03,Setor Sudoeste,67,Sudoeste
2020-07-03,Setor Sudoeste,67,Sudoeste
2020-07-03,Setor Sudoeste,67,Sudoeste
2020-07-04,Setor Sudoeste,67,Sudoeste
2020-07-04,Setor Sudoeste,67,Sudoeste
2020-07-04,Setor Sudoeste,67,Sudoeste
2020-07-06,Setor Sudoeste,67,Sudoeste
2020-07-06,Setor Sudoeste,67,Sudoeste
2020-07-06,Setor Sudoeste,67,Sudoeste
2020-07-07,Setor Sudoeste,67,Sudoeste
2020-07-07,Setor Sudoeste,67,Sudoeste
2020-07-07,Setor Sudoeste,67,Sudoeste
2020-07-08,Setor Sudoeste,67,Sudoeste
2020-07-08,Setor Sudoeste,67,Sudoeste
2020-07-08,Setor Sudoeste,67,Sudoeste
2020-07-09,Setor Sudoeste,67,Sudoeste
2020-07-09,Setor Sudoeste,67,Sudoeste
2020-07-09,Setor Sudoeste,67,Sudoeste
2020-07-10,Setor Sudoeste,67,Sudoeste
2020-07-10,Setor Sudoeste,67,Sudoeste
2020-07-10,Setor Sudoeste,67,Sudoeste
2020-08-25,Setor Sudoeste,266,Sudoeste
2020-08-25,Setor Sudoeste,266,Sudoeste
2020-08-25,Setor Sudoeste,266,Sudoeste
2020-08-26,Setor Sudoeste,266,Sudoeste
2020-08-26,Setor Sudoeste,266,Sudoeste
2020-08-26,Setor Sudoeste,266,Sudoeste
2020-08-27,Setor Sudoeste,266,Sudoeste
2020-08-27,Setor Sudoeste,266,Sudoeste
2020-08-27,Setor Sudoeste,266,Sudoeste
2020-08-28,Setor Sudoeste,266,Sudoeste
2020-08-28,Setor Sudoeste,266,Sudoeste
2020-08-28,Setor Sudoeste,266,Sudoeste
2020-08-31,Setor Sudoeste,309,Sudoeste
2020-08-31,Setor Sudoeste,309,Sudoeste
2020-08-31,Setor Sudoeste,309,Sudoeste
2020-08-01,Setor Sudoeste,150,Sudoeste
2020-08-01,Setor Sudoeste,150,Sudoeste
2020-08-01,Setor Sudoeste,150,Sudoeste
2020-08-02,Setor Sudoeste,150,Sudoeste
2020-08-02,Setor Sudoeste,150,Sudoeste
2020-08-02,Setor Sudoeste,150,Sudoeste
2020-08-03,Setor Sudoeste,150,Sudoeste
2020-08-03,Setor Sudoeste,150,Sudoeste
2020-08-03,Setor Sudoeste,150,Sudoeste
2020-08-04,Setor Sudoeste,174,Sudoeste
2020-08-04,Setor Sudoeste,174,Sudoeste
2020-08-04,Setor Sudoeste,174,Sudoeste
2020-08-05,Setor Sudoeste,174,Sudoeste
2020-08-05,Setor Sudoeste,174,Sudoeste
2020-08-05,Setor Sudoeste,174,Sudoeste
2020-08-06,Setor Sudoeste,174,Sudoeste
2020-08-06,Setor Sudoeste,174,Sudoeste
2020-08-06,Setor Sudoeste,174,Sudoeste
2020-08-07,Setor Sudoeste,174,Sudoeste
2020-08-07,Setor Sudoeste,174,Sudoeste
2020-08-07,Setor Sudoeste,174,Sudoeste
2020-08-08,Setor Sudoeste,214,Sudoeste
2020-08-08,Setor Sudoeste,214,Sudoeste
2020-08-08,Setor Sudoeste,214,Sudoeste
2020-08-09,Setor Sudoeste,214,Sudoeste
2020-08-09,Setor Sudoeste,214,Sudoeste
2020-08-09,Setor Sudoeste,214,Sudoeste
2020-08-10,Setor Sudoeste,214,Sudoeste
2020-08-10,Setor Sudoeste,214,Sudoeste
2020-08-10,Setor Sudoeste,214,Sudoeste
2020-08-11,Setor Sudoeste,214,Sudoeste
2020-08-11,Setor Sudoeste,214,Sudoeste
2020-08-11,Setor Sudoeste,214,Sudoeste
2020-08-12,Setor Sudoeste,234,Sudoeste
2020-08-12,Setor Sudoeste,234,Sudoeste
2020-08-12,Setor Sudoeste,234,Sudoeste
2020-08-13,Setor Sudoeste,234,Sudoeste
2020-08-13,Setor Sudoeste,234,Sudoeste
2020-08-13,Setor Sudoeste,234,Sudoeste
2020-08-14,Setor Sudoeste,234,Sudoeste
2020-08-14,Setor Sudoeste,234,Sudoeste
2020-08-14,Setor Sudoeste,234,Sudoeste
2020-08-17,Setor Sudoeste,247,Sudoeste
2020-08-17,Setor Sudoeste,247,Sudoeste
2020-08-17,Setor Sudoeste,247,Sudoeste
2020-08-18,Setor Sudoeste,247,Sudoeste
2020-08-18,Setor Sudoeste,247,Sudoeste
2020-08-18,Setor Sudoeste,247,Sudoeste
2020-08-19,Setor Sudoeste,247,Sudoeste
2020-08-19,Setor Sudoeste,247,Sudoeste
2020-08-19,Setor Sudoeste,247,Sudoeste
2020-08-20,Setor Sudoeste,266,Sudoeste
2020-08-20,Setor Sudoeste,266,Sudoeste
2020-08-20,Setor Sudoeste,266,Sudoeste
2020-08-21,Setor Sudoeste,266,Sudoeste
2020-08-21,Setor Sudoeste,266,Sudoeste
2020-08-21,Setor Sudoeste,266,Sudoeste
2020-08-22,Setor Sudoeste,266,Sudoeste
2020-08-22,Setor Sudoeste,266,Sudoeste
2020-08-22,Setor Sudoeste,266,Sudoeste
2020-08-23,Setor Sudoeste,266,Sudoeste
2020-08-23,Setor Sudoeste,266,Sudoeste
2020-08-23,Setor Sudoeste,266,Sudoeste
2020-08-24,Setor Sudoeste,266,Sudoeste
2020-08-24,Setor Sudoeste,266,Sudoeste
2020-08-24,Setor Sudoeste,266,Sudoeste
2020-09-01,Setor Sudoeste,345,Sudoeste
2020-09-01,Setor Sudoeste,345,Sudoeste
2020-09-01,Setor Sudoeste,345,Sudoeste
2020-09-02,Setor Sudoeste,345,Sudoeste
2020-09-02,Setor Sudoeste,345,Sudoeste
2020-09-02,Setor Sudoeste,345,Sudoeste
2020-09-03,Setor Sudoeste,345,Sudoeste
2020-09-03,Setor Sudoeste,345,Sudoeste
2020-09-03,Setor Sudoeste,345,Sudoeste
2020-09-04,Setor Sudoeste,355,Sudoeste
2020-09-04,Setor Sudoeste,355,Sudoeste
2020-09-04,Setor Sudoeste,355,Sudoeste
2020-09-05,Setor Sudoeste,355,Sudoeste
2020-09-05,Setor Sudoeste,355,Sudoeste
2020-09-05,Setor Sudoeste,355,Sudoeste
2020-09-06,Setor Sudoeste,381,Sudoeste
2020-09-06,Setor Sudoeste,381,Sudoeste
2020-09-06,Setor Sudoeste,381,Sudoeste
2020-09-07,Setor Sudoeste,381,Sudoeste
2020-09-07,Setor Sudoeste,381,Sudoeste
2020-09-07,Setor Sudoeste,381,Sudoeste
2020-09-08,Setor Sudoeste,381,Sudoeste
2020-09-08,Setor Sudoeste,381,Sudoeste
2020-09-08,Setor Sudoeste,381,Sudoeste
2020-09-09,Setor Sudoeste,381,Sudoeste
2020-09-09,Setor Sudoeste,381,Sudoeste
2020-09-09,Setor Sudoeste,381,Sudoeste
2020-09-10,Setor Sudoeste,381,Sudoeste
2020-09-10,Setor Sudoeste,381,Sudoeste
2020-09-10,Setor Sudoeste,381,Sudoeste
2020-09-11,Setor Sudoeste,381,Sudoeste
2020-09-11,Setor Sudoeste,381,Sudoeste
2020-09-11,Setor Sudoeste,381,Sudoeste
2020-09-14,Setor Sudoeste,421,Sudoeste
2020-09-14,Setor Sudoeste,421,Sudoeste
2020-09-14,Setor Sudoeste,421,Sudoeste
2020-09-15,Setor Sudoeste,421,Sudoeste
2020-09-15,Setor Sudoeste,421,Sudoeste
2020-09-15,Setor Sudoeste,421,Sudoeste
2020-09-16,Setor Sudoeste,461,Sudoeste
2020-09-16,Setor Sudoeste,461,Sudoeste
2020-09-16,Setor Sudoeste,461,Sudoeste
2020-09-17,Setor Sudoeste,461,Sudoeste
2020-09-17,Setor Sudoeste,461,Sudoeste
2020-09-17,Setor Sudoeste,461,Sudoeste
2020-05-02,Residencial Eldorado,4,Sudoeste
2020-05-02,Residencial Eldorado,4,Sudoeste
2020-05-02,Residencial Eldorado,4,Sudoeste
2020-04-30,Residencial Eldorado,4,Sudoeste
2020-04-30,Residencial Eldorado,4,Sudoeste
2020-04-30,Residencial Eldorado,4,Sudoeste
2020-05-03,Residencial Eldorado,4,Sudoeste
2020-05-03,Residencial Eldorado,4,Sudoeste
2020-05-03,Residencial Eldorado,4,Sudoeste
2020-05-11,Residencial Eldorado,6,Sudoeste
2020-05-11,Residencial Eldorado,6,Sudoeste
2020-05-11,Residencial Eldorado,6,Sudoeste
2020-05-16,Residencial Eldorado,8,Sudoeste
2020-05-16,Residencial Eldorado,8,Sudoeste
2020-05-16,Residencial Eldorado,8,Sudoeste
2020-05-17,Residencial Eldorado,8,Sudoeste
2020-05-17,Residencial Eldorado,8,Sudoeste
2020-05-17,Residencial Eldorado,8,Sudoeste
2020-05-18,Residencial Eldorado,8,Sudoeste
2020-05-18,Residencial Eldorado,8,Sudoeste
2020-05-18,Residencial Eldorado,8,Sudoeste
2020-05-21,Residencial Eldorado,9,Sudoeste
2020-05-21,Residencial Eldorado,9,Sudoeste
2020-05-21,Residencial Eldorado,9,Sudoeste
2020-05-01,Residencial Eldorado,4,Sudoeste
2020-05-01,Residencial Eldorado,4,Sudoeste
2020-05-01,Residencial Eldorado,4,Sudoeste
2020-05-04,Residencial Eldorado,4,Sudoeste
2020-05-04,Residencial Eldorado,4,Sudoeste
2020-05-04,Residencial Eldorado,4,Sudoeste
2020-05-05,Residencial Eldorado,4,Sudoeste
2020-05-05,Residencial Eldorado,4,Sudoeste
2020-05-05,Residencial Eldorado,4,Sudoeste
2020-05-06,Residencial Eldorado,4,Sudoeste
2020-05-06,Residencial Eldorado,4,Sudoeste
2020-05-06,Residencial Eldorado,4,Sudoeste
2020-05-07,Residencial Eldorado,4,Sudoeste
2020-05-07,Residencial Eldorado,4,Sudoeste
2020-05-07,Residencial Eldorado,4,Sudoeste
2020-05-08,Residencial Eldorado,5,Sudoeste
2020-05-08,Residencial Eldorado,5,Sudoeste
2020-05-08,Residencial Eldorado,5,Sudoeste
2020-05-09,Residencial Eldorado,5,Sudoeste
2020-05-09,Residencial Eldorado,5,Sudoeste
2020-05-09,Residencial Eldorado,5,Sudoeste
2020-05-10,Residencial Eldorado,5,Sudoeste
2020-05-10,Residencial Eldorado,5,Sudoeste
2020-05-10,Residencial Eldorado,5,Sudoeste
2020-05-12,Residencial Eldorado,6,Sudoeste
2020-05-12,Residencial Eldorado,6,Sudoeste
2020-05-12,Residencial Eldorado,6,Sudoeste
2020-05-13,Residencial Eldorado,6,Sudoeste
2020-05-13,Residencial Eldorado,6,Sudoeste
2020-05-13,Residencial Eldorado,6,Sudoeste
2020-05-14,Residencial Eldorado,6,Sudoeste
2020-05-14,Residencial Eldorado,6,Sudoeste
2020-05-14,Residencial Eldorado,6,Sudoeste
2020-05-15,Residencial Eldorado,8,Sudoeste
2020-05-15,Residencial Eldorado,8,Sudoeste
2020-05-15,Residencial Eldorado,8,Sudoeste
2020-05-19,Residencial Eldorado,8,Sudoeste
2020-05-19,Residencial Eldorado,8,Sudoeste
2020-05-19,Residencial Eldorado,8,Sudoeste
2020-05-20,Residencial Eldorado,9,Sudoeste
2020-05-20,Residencial Eldorado,9,Sudoeste
2020-05-20,Residencial Eldorado,9,Sudoeste
2020-05-22,Residencial Eldorado,9,Sudoeste
2020-05-22,Residencial Eldorado,9,Sudoeste
2020-05-22,Residencial Eldorado,9,Sudoeste
2020-05-23,Residencial Eldorado,12,Sudoeste
2020-05-23,Residencial Eldorado,12,Sudoeste
2020-05-23,Residencial Eldorado,12,Sudoeste
2020-05-24,Residencial Eldorado,13,Sudoeste
2020-05-24,Residencial Eldorado,13,Sudoeste
2020-05-24,Residencial Eldorado,13,Sudoeste
2020-05-25,Residencial Eldorado,12,Sudoeste
2020-05-25,Residencial Eldorado,12,Sudoeste
2020-05-25,Residencial Eldorado,12,Sudoeste
2020-05-26,Residencial Eldorado,13,Sudoeste
2020-05-26,Residencial Eldorado,13,Sudoeste
2020-05-26,Residencial Eldorado,13,Sudoeste
2020-05-27,Residencial Eldorado,12,Sudoeste
2020-05-27,Residencial Eldorado,12,Sudoeste
2020-05-27,Residencial Eldorado,12,Sudoeste
2020-05-28,Residencial Eldorado,13,Sudoeste
2020-05-28,Residencial Eldorado,13,Sudoeste
2020-05-28,Residencial Eldorado,13,Sudoeste
2020-05-29,Residencial Eldorado,13,Sudoeste
2020-05-29,Residencial Eldorado,13,Sudoeste
2020-05-29,Residencial Eldorado,13,Sudoeste
2020-05-30,Residencial Eldorado,13,Sudoeste
2020-05-30,Residencial Eldorado,13,Sudoeste
2020-05-30,Residencial Eldorado,13,Sudoeste
2020-05-31,Residencial Eldorado,13,Sudoeste
2020-05-31,Residencial Eldorado,13,Sudoeste
2020-05-31,Residencial Eldorado,13,Sudoeste
2020-06-01,Residencial Eldorado,16,Sudoeste
2020-06-01,Residencial Eldorado,16,Sudoeste
2020-06-01,Residencial Eldorado,16,Sudoeste
2020-06-02,Residencial Eldorado,16,Sudoeste
2020-06-02,Residencial Eldorado,16,Sudoeste
2020-06-02,Residencial Eldorado,16,Sudoeste
2020-06-03,Residencial Eldorado,16,Sudoeste
2020-06-03,Residencial Eldorado,16,Sudoeste
2020-06-03,Residencial Eldorado,16,Sudoeste
2020-06-04,Residencial Eldorado,16,Sudoeste
2020-06-04,Residencial Eldorado,16,Sudoeste
2020-06-04,Residencial Eldorado,16,Sudoeste
2020-06-05,Residencial Eldorado,18,Sudoeste
2020-06-05,Residencial Eldorado,18,Sudoeste
2020-06-05,Residencial Eldorado,18,Sudoeste
2020-06-06,Residencial Eldorado,18,Sudoeste
2020-06-06,Residencial Eldorado,18,Sudoeste
2020-06-06,Residencial Eldorado,18,Sudoeste
2020-06-07,Residencial Eldorado,19,Sudoeste
2020-06-07,Residencial Eldorado,19,Sudoeste
2020-06-07,Residencial Eldorado,19,Sudoeste
2020-06-08,Residencial Eldorado,19,Sudoeste
2020-06-08,Residencial Eldorado,19,Sudoeste
2020-06-08,Residencial Eldorado,19,Sudoeste
2020-06-09,Residencial Eldorado,19,Sudoeste
2020-06-09,Residencial Eldorado,19,Sudoeste
2020-06-09,Residencial Eldorado,19,Sudoeste
2020-06-11,Residencial Eldorado,20,Sudoeste
2020-06-11,Residencial Eldorado,20,Sudoeste
2020-06-11,Residencial Eldorado,20,Sudoeste
2020-06-12,Residencial Eldorado,20,Sudoeste
2020-06-12,Residencial Eldorado,20,Sudoeste
2020-06-12,Residencial Eldorado,20,Sudoeste
2020-06-13,Residencial Eldorado,23,Sudoeste
2020-06-13,Residencial Eldorado,23,Sudoeste
2020-06-13,Residencial Eldorado,23,Sudoeste
2020-06-15,Residencial Eldorado,23,Sudoeste
2020-06-15,Residencial Eldorado,23,Sudoeste
2020-06-15,Residencial Eldorado,23,Sudoeste
2020-06-16,Residencial Eldorado,24,Sudoeste
2020-06-16,Residencial Eldorado,24,Sudoeste
2020-06-16,Residencial Eldorado,24,Sudoeste
2020-06-17,Residencial Eldorado,24,Sudoeste
2020-06-17,Residencial Eldorado,24,Sudoeste
2020-06-17,Residencial Eldorado,24,Sudoeste
2020-06-18,Residencial Eldorado,24,Sudoeste
2020-06-18,Residencial Eldorado,24,Sudoeste
2020-06-18,Residencial Eldorado,24,Sudoeste
2020-06-19,Residencial Eldorado,24,Sudoeste
2020-06-19,Residencial Eldorado,24,Sudoeste
2020-06-19,Residencial Eldorado,24,Sudoeste
2020-06-20,Residencial Eldorado,24,Sudoeste
2020-06-20,Residencial Eldorado,24,Sudoeste
2020-06-20,Residencial Eldorado,24,Sudoeste
2020-06-21,Residencial Eldorado,24,Sudoeste
2020-06-21,Residencial Eldorado,24,Sudoeste
2020-06-21,Residencial Eldorado,24,Sudoeste
2020-06-22,Residencial Eldorado,24,Sudoeste
2020-06-22,Residencial Eldorado,24,Sudoeste
2020-06-22,Residencial Eldorado,24,Sudoeste
2020-06-23,Residencial Eldorado,27,Sudoeste
2020-06-23,Residencial Eldorado,27,Sudoeste
2020-06-23,Residencial Eldorado,27,Sudoeste
2020-06-24,Residencial Eldorado,32,Sudoeste
2020-06-24,Residencial Eldorado,32,Sudoeste
2020-06-24,Residencial Eldorado,32,Sudoeste
2020-06-25,Residencial Eldorado,32,Sudoeste
2020-06-25,Residencial Eldorado,32,Sudoeste
2020-06-25,Residencial Eldorado,32,Sudoeste
2020-06-26,Residencial Eldorado,35,Sudoeste
2020-06-26,Residencial Eldorado,35,Sudoeste
2020-06-26,Residencial Eldorado,35,Sudoeste
2020-06-28,Residencial Eldorado,35,Sudoeste
2020-06-28,Residencial Eldorado,35,Sudoeste
2020-06-28,Residencial Eldorado,35,Sudoeste
2020-06-29,Residencial Eldorado,41,Sudoeste
2020-06-29,Residencial Eldorado,41,Sudoeste
2020-06-29,Residencial Eldorado,41,Sudoeste
2020-06-30,Residencial Eldorado,41,Sudoeste
2020-06-30,Residencial Eldorado,41,Sudoeste
2020-06-30,Residencial Eldorado,41,Sudoeste
2020-07-13,Residencial Eldorado,42,Sudoeste
2020-07-13,Residencial Eldorado,42,Sudoeste
2020-07-13,Residencial Eldorado,42,Sudoeste
2020-07-14,Residencial Eldorado,42,Sudoeste
2020-07-14,Residencial Eldorado,42,Sudoeste
2020-07-14,Residencial Eldorado,42,Sudoeste
2020-07-15,Residencial Eldorado,42,Sudoeste
2020-07-15,Residencial Eldorado,42,Sudoeste
2020-07-15,Residencial Eldorado,42,Sudoeste
2020-07-16,Residencial Eldorado,72,Sudoeste
2020-07-16,Residencial Eldorado,72,Sudoeste
2020-07-16,Residencial Eldorado,72,Sudoeste
2020-07-17,Residencial Eldorado,73,Sudoeste
2020-07-17,Residencial Eldorado,73,Sudoeste
2020-07-17,Residencial Eldorado,73,Sudoeste
2020-07-18,Residencial Eldorado,73,Sudoeste
2020-07-18,Residencial Eldorado,73,Sudoeste
2020-07-18,Residencial Eldorado,73,Sudoeste
2020-07-19,Residencial Eldorado,73,Sudoeste
2020-07-19,Residencial Eldorado,73,Sudoeste
2020-07-19,Residencial Eldorado,73,Sudoeste
2020-07-20,Residencial Eldorado,73,Sudoeste
2020-07-20,Residencial Eldorado,73,Sudoeste
2020-07-20,Residencial Eldorado,73,Sudoeste
2020-07-21,Residencial Eldorado,73,Sudoeste
2020-07-21,Residencial Eldorado,73,Sudoeste
2020-07-21,Residencial Eldorado,73,Sudoeste
2020-07-22,Residencial Eldorado,73,Sudoeste
2020-07-22,Residencial Eldorado,73,Sudoeste
2020-07-22,Residencial Eldorado,73,Sudoeste
2020-07-23,Residencial Eldorado,73,Sudoeste
2020-07-23,Residencial Eldorado,73,Sudoeste
2020-07-23,Residencial Eldorado,73,Sudoeste
2020-07-24,Residencial Eldorado,73,Sudoeste
2020-07-24,Residencial Eldorado,73,Sudoeste
2020-07-24,Residencial Eldorado,73,Sudoeste
2020-07-25,Residencial Eldorado,73,Sudoeste
2020-07-25,Residencial Eldorado,73,Sudoeste
2020-07-25,Residencial Eldorado,73,Sudoeste
2020-07-27,Residencial Eldorado,73,Sudoeste
2020-07-27,Residencial Eldorado,73,Sudoeste
2020-07-27,Residencial Eldorado,73,Sudoeste
2020-07-28,Residencial Eldorado,73,Sudoeste
2020-07-28,Residencial Eldorado,73,Sudoeste
2020-07-28,Residencial Eldorado,73,Sudoeste
2020-07-29,Residencial Eldorado,73,Sudoeste
2020-07-29,Residencial Eldorado,73,Sudoeste
2020-07-29,Residencial Eldorado,73,Sudoeste
2020-07-30,Residencial Eldorado,73,Sudoeste
2020-07-30,Residencial Eldorado,73,Sudoeste
2020-07-30,Residencial Eldorado,73,Sudoeste
2020-07-31,Residencial Eldorado,87,Sudoeste
2020-07-31,Residencial Eldorado,87,Sudoeste
2020-07-31,Residencial Eldorado,87,Sudoeste
2020-07-01,Residencial Eldorado,41,Sudoeste
2020-07-01,Residencial Eldorado,41,Sudoeste
2020-07-01,Residencial Eldorado,41,Sudoeste
2020-07-02,Residencial Eldorado,42,Sudoeste
2020-07-02,Residencial Eldorado,42,Sudoeste
2020-07-02,Residencial Eldorado,42,Sudoeste
2020-07-03,Residencial Eldorado,42,Sudoeste
2020-07-03,Residencial Eldorado,42,Sudoeste
2020-07-03,Residencial Eldorado,42,Sudoeste
2020-07-04,Residencial Eldorado,42,Sudoeste
2020-07-04,Residencial Eldorado,42,Sudoeste
2020-07-04,Residencial Eldorado,42,Sudoeste
2020-07-06,Residencial Eldorado,42,Sudoeste
2020-07-06,Residencial Eldorado,42,Sudoeste
2020-07-06,Residencial Eldorado,42,Sudoeste
2020-07-07,Residencial Eldorado,42,Sudoeste
2020-07-07,Residencial Eldorado,42,Sudoeste
2020-07-07,Residencial Eldorado,42,Sudoeste
2020-07-08,Residencial Eldorado,42,Sudoeste
2020-07-08,Residencial Eldorado,42,Sudoeste
2020-07-08,Residencial Eldorado,42,Sudoeste
2020-07-09,Residencial Eldorado,42,Sudoeste
2020-07-09,Residencial Eldorado,42,Sudoeste
2020-07-09,Residencial Eldorado,42,Sudoeste
2020-07-10,Residencial Eldorado,42,Sudoeste
2020-07-10,Residencial Eldorado,42,Sudoeste
2020-07-10,Residencial Eldorado,42,Sudoeste
2020-08-25,Residencial Eldorado,171,Sudoeste
2020-08-25,Residencial Eldorado,171,Sudoeste
2020-08-25,Residencial Eldorado,171,Sudoeste
2020-08-26,Residencial Eldorado,171,Sudoeste
2020-08-26,Residencial Eldorado,171,Sudoeste
2020-08-26,Residencial Eldorado,171,Sudoeste
2020-08-27,Residencial Eldorado,171,Sudoeste
2020-08-27,Residencial Eldorado,171,Sudoeste
